Year,Region/City,Number of Bedrooms,Number of Bathrooms,Square Footage,Listing Price,Sale Price,Days on Market,Property Age (Years),Property Type,Number of Garages
2012,London,4,2,1605,954764,905265,34,57,Condo,0
2010,Hamilton,1,4,1004,860072,856568,10,97,Townhouse,3
2011,Guelph,1,1,1990,1107724,1074525,31,37,Detached,0
2017,Windsor,4,4,1243,615646,567174,19,52,Detached,0
2010,London,4,2,610,824655,786683,35,63,Detached,0
2017,Toronto,5,3,2111,579405,496602,48,7,Townhouse,2
2022,Ottawa,4,1,1458,673683,625979,80,94,Detached,0
2016,Guelph,3,2,1673,720106,693406,14,60,Detached,0
2017,Guelph,5,3,2168,1194729,1129708,25,95,Townhouse,3
2021,Guelph,2,2,1098,872778,847655,51,37,Townhouse,1
2015,London,3,1,1691,774447,773399,59,21,Townhouse,2
2021,Toronto,5,3,1970,1015801,950518,40,98,Detached,2
2023,Windsor,5,4,1126,934599,886774,78,46,Detached,3
2018,Hamilton,1,2,2084,788783,734079,62,21,Detached,0
2012,Toronto,5,1,936,935038,843751,23,84,Condo,1
2019,London,3,4,1461,738848,681319,68,98,Detached,3
2013,Guelph,4,1,1069,1397127,1330052,14,72,Detached,1
2022,Ottawa,3,2,1778,1044002,993488,53,96,Condo,0
2015,Guelph,2,1,1113,718681,644382,58,52,Condo,1
2017,Hamilton,5,3,1253,951848,965816,65,94,Detached,3
2014,Kitchener,5,1,1148,909778,883009,63,29,Condo,0
2012,Ottawa,5,2,1019,856621,818206,6,69,Detached,2
2015,Guelph,5,3,1193,902957,867341,79,94,Townhouse,1
2013,Windsor,1,1,1481,637512,611261,12,76,Townhouse,0
2018,Ottawa,1,1,1459,712988,665448,23,39,Townhouse,0
2022,Kitchener,4,3,1413,1131738,1085809,84,27,Townhouse,3
2012,Toronto,5,4,1233,840803,793278,72,77,Condo,0
2013,London,2,4,1357,659949,603936,18,10,Detached,3
2016,Guelph,4,3,865,771963,707030,26,36,Condo,2
2016,Hamilton,5,1,1220,693164,666443,21,95,Townhouse,1
2021,Toronto,1,4,1411,979545,945216,67,16,Townhouse,2
2021,Guelph,2,3,1617,687832,610151,30,36,Detached,3
2013,Toronto,4,2,1568,808826,787085,40,90,Condo,2
2015,Hamilton,2,1,1008,667496,641735,49,84,Townhouse,1
2021,Guelph,5,2,1671,1241581,1214770,34,34,Condo,2
2022,Kitchener,3,1,1548,925843,881840,25,37,Detached,0
2012,Kitchener,2,4,2076,917918,837974,24,72,Detached,1
2015,Hamilton,2,2,902,939565,873849,46,68,Condo,2
2021,Ottawa,1,2,1445,721075,697263,60,59,Detached,1
2011,Hamilton,5,3,1912,1104253,999857,16,29,Condo,2
2017,Ottawa,2,4,1381,786463,757333,12,31,Condo,0
2011,Guelph,5,4,1134,1154561,1153198,67,66,Condo,3
2020,Ottawa,1,1,1173,735039,630314,60,89,Townhouse,2
2016,Guelph,5,3,1813,943096,918202,11,3,Townhouse,1
2018,Guelph,1,3,880,833364,786692,66,69,Condo,2
2010,Windsor,1,1,1366,853529,807549,65,22,Detached,3
2017,London,4,2,1149,465996,398544,14,80,Detached,0
2016,Guelph,5,1,1179,603360,608469,54,73,Townhouse,0
2015,Ottawa,3,1,1676,1101991,1061012,24,53,Condo,3
2015,London,4,1,1341,542236,503240,32,48,Townhouse,0
2015,London,1,3,1593,978406,885995,18,73,Condo,2
2018,Guelph,3,1,1003,1319995,1286302,80,76,Detached,1
2011,Hamilton,2,1,1831,910602,870225,12,47,Detached,2
2010,Hamilton,2,1,1585,1225349,1152545,11,42,Townhouse,3
2022,Kitchener,4,4,1995,938422,873080,9,4,Detached,2
2021,London,3,2,1337,852571,824293,5,82,Condo,2
2015,Guelph,5,2,1679,874929,812077,77,82,Detached,3
2019,Windsor,3,2,1813,764524,736646,86,42,Detached,1
2020,Hamilton,4,2,1671,758378,684282,14,43,Townhouse,0
2017,Windsor,5,3,2179,694967,649774,62,97,Condo,3
2012,Guelph,5,3,834,884639,872339,69,42,Townhouse,0
2021,Guelph,2,1,1569,1240077,1254376,64,3,Townhouse,0
2019,London,3,3,1337,1084894,1046175,24,59,Detached,3
2010,Windsor,5,2,1308,840975,814486,62,81,Condo,1
2018,Kitchener,4,4,2097,922841,880030,47,76,Condo,3
2022,London,2,1,1251,782921,734399,33,11,Townhouse,3
2022,Toronto,5,1,1841,1084292,1091704,6,81,Townhouse,2
2010,Windsor,3,2,1078,473540,445437,30,35,Detached,2
2012,Hamilton,2,2,1907,1186118,1140000,79,50,Condo,3
2017,Hamilton,3,2,1491,690950,637949,63,63,Condo,2
2023,Hamilton,3,3,1386,723190,649244,5,70,Detached,1
2012,Ottawa,3,1,885,555455,476339,35,99,Townhouse,2
2022,Guelph,2,2,1387,830950,788110,42,6,Condo,1
2013,London,5,4,1225,663827,618264,26,32,Detached,0
2017,Hamilton,1,1,2199,1032697,997118,70,11,Townhouse,0
2010,Toronto,5,1,1520,935026,865354,51,43,Detached,1
2022,Hamilton,2,3,1261,661269,622805,5,39,Condo,0
2022,Kitchener,1,1,1244,624609,603614,54,13,Townhouse,1
2015,Guelph,1,2,956,671605,671481,40,13,Detached,3
2010,Windsor,1,2,2108,610869,589295,49,39,Detached,2
2023,Guelph,4,4,2002,744090,702067,40,46,Detached,0
2010,Windsor,2,1,1473,631856,552470,38,34,Condo,0
2023,Windsor,4,1,2371,1033654,982289,13,67,Condo,3
2017,London,1,3,1494,700330,646896,80,32,Condo,2
2020,Ottawa,4,2,1938,915140,865039,88,68,Detached,2
2013,Windsor,4,4,1726,916783,828389,8,65,Condo,1
2021,Windsor,2,2,1270,429377,364142,83,73,Detached,0
2010,London,3,1,1572,942689,893131,67,7,Detached,2
2019,Hamilton,4,1,1649,458624,426584,8,91,Detached,0
2016,Kitchener,4,4,978,633231,621046,9,3,Townhouse,0
2014,Toronto,1,1,1615,933473,833900,14,86,Detached,0
2014,London,1,4,1956,824967,750859,48,80,Condo,0
2010,Ottawa,1,4,1223,731911,687713,44,72,Detached,1
2023,London,5,2,1415,443404,339586,40,69,Condo,2
2019,Guelph,4,4,1056,992927,943156,39,49,Townhouse,0
2020,Hamilton,1,1,1306,886819,861322,63,58,Townhouse,2
2015,Hamilton,2,3,1337,628707,542058,69,94,Detached,3
2023,Windsor,5,3,2131,607691,596121,86,28,Condo,3
2018,Hamilton,3,1,1373,1005376,967403,35,27,Townhouse,2
2018,Hamilton,4,3,1287,860080,846100,50,22,Townhouse,1
2017,Hamilton,4,3,1462,527940,501921,53,94,Townhouse,1
2014,Hamilton,2,4,816,653920,597926,10,71,Condo,3
2010,Toronto,3,3,556,1191458,1131343,74,94,Detached,0
2018,Ottawa,3,3,947,1000447,983513,23,13,Detached,3
2010,Windsor,5,3,1629,800114,695840,46,22,Townhouse,0
2017,Hamilton,4,2,1498,804474,817148,34,75,Detached,3
2014,Windsor,1,1,1847,364923,311036,30,5,Townhouse,3
2012,Ottawa,2,4,891,1061324,1006670,7,22,Condo,1
2020,Kitchener,2,3,1418,709716,651812,37,79,Detached,2
2016,Hamilton,2,1,863,638266,561887,54,53,Condo,2
2016,Windsor,2,3,1606,949994,991478,35,39,Detached,3
2018,London,1,2,948,674009,647231,88,37,Condo,1
2016,Windsor,1,2,1402,435406,380868,72,31,Condo,0
2022,Hamilton,5,3,1582,881961,780869,86,62,Detached,3
2020,Guelph,4,3,1343,496907,464362,14,93,Townhouse,0
2023,Toronto,1,3,595,788241,744014,26,81,Townhouse,0
2012,London,5,2,2164,863521,791758,67,6,Condo,1
2020,London,3,2,1301,744431,730718,58,81,Condo,1
2022,Guelph,4,1,856,745326,694653,55,34,Townhouse,2
2023,Hamilton,1,4,1804,1110184,1063339,85,87,Detached,1
2022,Toronto,3,4,1819,1113059,1081336,8,52,Detached,3
2010,London,5,2,1379,616491,551400,41,30,Condo,3
2017,Toronto,1,4,2114,681048,566341,75,13,Detached,0
2021,London,1,3,1203,692026,636815,67,58,Condo,2
2012,Hamilton,3,1,1570,793712,810759,55,94,Detached,0
2021,Kitchener,1,2,1704,783603,759737,12,53,Condo,0
2017,London,2,2,2105,1143416,1049037,5,20,Detached,2
2017,Kitchener,1,4,722,762893,720080,12,6,Condo,0
2022,London,4,3,2416,593946,579134,87,55,Townhouse,2
2014,Ottawa,3,1,1969,682396,609760,85,31,Townhouse,0
2022,Hamilton,4,4,1679,874676,843837,59,59,Townhouse,0
2021,Guelph,5,2,1180,748575,697524,13,19,Townhouse,2
2022,Kitchener,4,2,1146,862720,846672,55,70,Condo,3
2010,Guelph,2,4,1615,751165,713707,20,98,Detached,0
2022,Hamilton,2,3,1697,944959,895864,57,28,Condo,0
2019,Windsor,4,1,1645,782346,735370,63,13,Condo,3
2016,Guelph,5,1,1563,556719,495480,49,52,Condo,2
2021,Hamilton,1,1,1672,730629,674593,41,74,Detached,2
2019,Guelph,2,1,625,1242281,1222836,70,61,Condo,3
2014,Kitchener,4,3,1393,1047244,946670,68,41,Townhouse,2
2017,Ottawa,4,2,946,567666,522370,40,45,Townhouse,1
2018,Guelph,4,2,1483,1155678,1146195,80,7,Condo,0
2020,Kitchener,1,1,2022,827420,844089,54,82,Townhouse,2
2023,London,3,1,1136,702323,650068,57,86,Townhouse,3
2016,Hamilton,5,1,1216,743683,721471,61,14,Detached,0
2023,Toronto,3,4,1160,811364,744180,23,36,Condo,3
2022,Windsor,5,4,1213,1016812,965362,30,8,Condo,2
2016,Toronto,5,2,1721,838005,669850,72,12,Townhouse,3
2010,Hamilton,4,2,1814,866680,854506,47,40,Condo,3
2013,Ottawa,2,1,2087,1042266,960536,62,97,Condo,0
2011,Guelph,4,4,1097,720181,702869,81,88,Townhouse,0
2011,Ottawa,1,3,1773,860486,785558,63,62,Townhouse,2
2011,Toronto,5,4,1840,887775,795082,50,14,Condo,3
2013,Windsor,2,2,2161,826945,787277,72,49,Detached,3
2023,Kitchener,5,4,1127,899800,871677,44,51,Townhouse,2
2010,Windsor,5,2,698,661758,616456,17,62,Condo,3
2013,Hamilton,4,1,1389,995999,968290,13,5,Townhouse,3
2011,Hamilton,2,3,2623,689228,590910,70,83,Condo,3
2014,Ottawa,2,1,1061,890931,846859,57,67,Condo,3
2012,Kitchener,5,1,1694,842078,778893,80,1,Detached,1
2021,Ottawa,2,3,613,662677,598611,85,97,Townhouse,2
2017,Guelph,2,3,2225,1124492,1047727,8,49,Detached,2
2013,London,4,3,748,1143312,1106873,18,17,Townhouse,3
2010,Kitchener,3,2,543,615833,542812,89,73,Detached,2
2010,London,1,1,1539,959858,870817,12,95,Townhouse,1
2021,Windsor,3,2,1547,775492,730163,66,35,Detached,3
2019,Guelph,2,3,2067,665233,655223,49,67,Detached,0
2012,London,5,2,1839,873701,782644,71,13,Townhouse,1
2018,Toronto,1,3,699,966758,911549,66,37,Detached,0
2016,Windsor,1,4,1439,832216,782091,82,38,Detached,2
2011,London,5,3,1221,727300,656998,87,78,Townhouse,2
2022,Guelph,1,1,965,1065884,973009,74,6,Townhouse,2
2018,London,5,1,1673,1073079,1029739,40,93,Condo,3
2019,Hamilton,1,1,1917,663421,575752,88,63,Townhouse,1
2011,Ottawa,3,2,1177,818177,766014,5,49,Condo,1
2012,Toronto,1,1,1366,484206,415492,64,9,Detached,3
2020,Hamilton,4,3,1393,967068,935277,78,36,Townhouse,3
2022,Hamilton,5,4,1235,1065500,1023115,17,23,Condo,2
2019,Guelph,1,1,1329,877908,795368,16,79,Townhouse,1
2023,Ottawa,5,2,1235,592922,601852,79,57,Condo,2
2011,Ottawa,4,4,1549,1123059,1052046,21,50,Condo,1
2012,Kitchener,1,1,1265,1206083,1144698,51,59,Townhouse,3
2015,Windsor,1,1,1670,713624,613794,57,7,Detached,2
2018,Toronto,4,4,1263,889092,808910,71,47,Detached,1
2018,Windsor,4,1,1758,963334,908029,14,89,Condo,3
2016,Guelph,4,2,1255,957475,945631,50,87,Condo,0
2021,Toronto,5,3,1742,809638,777056,87,75,Detached,2
2012,Kitchener,4,3,1160,1159574,1116382,8,56,Townhouse,1
2013,London,5,4,1854,486940,392180,61,8,Townhouse,1
2015,Hamilton,3,3,788,489501,415478,42,36,Detached,2
2020,Toronto,1,1,1497,796863,770715,16,42,Detached,1
2014,Windsor,1,1,1273,1148712,1086628,35,39,Detached,0
2011,Hamilton,2,2,1481,1031938,995702,6,65,Condo,0
2022,Guelph,3,3,1025,501334,470709,5,44,Detached,1
2015,Windsor,4,4,1422,1368689,1299832,85,77,Detached,2
2012,London,4,1,1056,910868,865201,29,80,Detached,1
2023,Guelph,3,4,1404,569556,554484,9,46,Detached,1
2017,London,4,1,1367,781575,706768,52,13,Townhouse,0
2011,London,2,1,1631,993429,938869,18,37,Townhouse,3
2010,Hamilton,5,2,1526,1050495,1011486,56,14,Detached,3
2018,Guelph,1,3,2251,786804,692030,78,13,Condo,1
2023,Guelph,3,2,1296,904432,822509,25,12,Condo,2
2021,Toronto,1,3,1446,775043,721396,29,55,Townhouse,0
2012,Windsor,5,4,2773,786829,788187,71,28,Condo,3
2020,Guelph,3,3,1410,944957,861642,86,22,Condo,1
2010,Toronto,5,4,1881,1088142,1052645,54,84,Townhouse,2
2016,Ottawa,4,1,1730,572507,527244,37,19,Detached,0
2022,Ottawa,4,4,2433,753442,712524,21,75,Detached,3
2019,Ottawa,4,4,927,679612,668481,74,30,Townhouse,3
2014,Kitchener,5,1,882,598399,534824,38,54,Detached,3
2014,Guelph,5,4,1052,588191,563472,30,90,Detached,2
2023,Kitchener,5,4,1569,804990,742970,46,15,Townhouse,2
2010,Windsor,1,1,1098,585488,563571,35,30,Townhouse,2
2018,Guelph,5,1,646,578706,542337,55,29,Townhouse,1
2016,Toronto,4,1,1130,764129,703176,40,32,Condo,0
2017,Kitchener,2,3,1647,604110,550404,17,30,Townhouse,1
2018,Kitchener,5,1,1138,901718,833067,89,16,Townhouse,0
2015,Windsor,2,1,1956,704170,633254,84,36,Townhouse,2
2021,Kitchener,4,4,1049,561096,471127,17,82,Townhouse,3
2014,London,5,2,1505,1265144,1215167,36,48,Detached,2
2015,Toronto,1,2,1343,373448,287239,9,28,Townhouse,1
2020,Ottawa,1,3,1575,971260,930933,16,62,Townhouse,2
2011,Toronto,2,3,1615,869220,795885,63,83,Condo,2
2013,London,1,2,2134,703050,619344,45,56,Condo,2
2012,Windsor,1,2,1775,618457,534864,41,56,Detached,3
2022,Windsor,1,1,1331,1145683,1139448,72,75,Townhouse,0
2016,Guelph,4,4,1745,1224778,1269126,52,17,Townhouse,0
2018,Toronto,1,1,1800,741437,674785,47,62,Townhouse,1
2014,Windsor,3,3,2317,712352,662277,45,21,Condo,0
2015,Kitchener,5,2,1437,1025749,967337,60,37,Detached,2
2019,Windsor,1,3,1466,750799,698049,73,34,Condo,3
2023,Windsor,1,1,2024,916690,876868,15,97,Townhouse,2
2021,Windsor,1,3,700,911603,844426,13,29,Condo,2
2021,Windsor,3,3,1418,807464,747296,32,68,Townhouse,1
2011,Ottawa,1,4,1777,833019,786164,26,96,Townhouse,2
2012,Ottawa,1,3,1918,873918,823050,79,60,Townhouse,2
2012,Guelph,5,1,616,582283,513777,89,11,Detached,1
2021,Windsor,3,4,964,664053,631879,10,90,Condo,0
2021,Toronto,3,3,502,845152,828504,30,82,Townhouse,0
2018,London,1,1,1849,709144,692959,20,96,Townhouse,0
2016,Guelph,3,2,1581,1355470,1320727,18,60,Detached,1
2017,Toronto,2,4,2067,826515,731982,39,91,Detached,1
2020,Windsor,3,3,1511,452360,398377,46,80,Townhouse,3
2019,Hamilton,3,3,2396,237211,207582,57,74,Townhouse,3
2020,Windsor,3,4,1122,964212,908143,26,34,Townhouse,2
2018,Ottawa,4,1,1353,828252,809581,57,33,Townhouse,2
2015,London,4,3,1665,1088136,1043712,70,10,Detached,1
2013,Kitchener,4,1,1214,671200,633513,17,60,Condo,1
2021,London,3,4,1666,775882,765581,15,26,Detached,3
2010,Kitchener,2,3,1455,855842,773046,16,25,Detached,2
2017,London,3,2,1432,768987,730286,57,2,Condo,2
2016,Ottawa,1,2,1449,752451,703605,13,90,Townhouse,2
2011,Kitchener,2,2,1782,945119,874215,75,84,Townhouse,0
2017,Toronto,4,4,1362,633244,572691,21,3,Condo,3
2021,Kitchener,5,3,1052,907136,854820,65,32,Detached,0
2014,Guelph,2,4,1526,1165701,1122843,14,1,Townhouse,2
2016,Toronto,4,3,1246,1131027,1059182,42,24,Condo,1
2013,Guelph,2,2,1100,438824,389041,43,50,Condo,3
2014,Windsor,2,2,807,702043,647718,34,43,Condo,0
2017,London,3,1,1872,858114,774728,38,44,Townhouse,2
2010,Toronto,1,4,1764,1055578,970493,37,33,Condo,0
2010,London,5,4,2062,841979,783918,36,38,Detached,1
2013,Windsor,4,1,1501,1055954,1002816,16,52,Detached,3
2012,Hamilton,2,2,1931,666123,596449,69,35,Condo,1
2022,London,5,2,1122,865959,823509,88,17,Condo,1
2019,Windsor,2,4,736,870993,828464,14,58,Condo,3
2021,London,1,3,1199,1062668,1014549,23,48,Detached,2
2011,Windsor,5,2,1417,981711,962265,27,43,Townhouse,2
2021,Guelph,4,1,1644,938000,817129,89,48,Detached,0
2012,Windsor,2,1,2012,969865,931856,61,44,Condo,2
2020,Kitchener,1,1,1628,558079,494051,63,33,Townhouse,2
2020,Hamilton,5,4,2402,765707,716215,58,75,Townhouse,2
2023,London,2,4,1547,599018,528380,78,87,Condo,0
2020,Windsor,2,4,1540,669375,630897,6,96,Condo,3
2010,Windsor,4,4,1635,765251,708747,52,83,Detached,2
2010,London,1,1,1651,348720,324227,10,76,Detached,1
2015,Hamilton,3,1,1645,772463,686037,47,92,Detached,2
2014,Hamilton,2,4,1007,643436,573590,21,2,Condo,2
2017,Windsor,5,4,1840,588779,581270,83,10,Townhouse,3
2011,Toronto,4,1,2502,819171,768747,40,83,Detached,1
2013,Guelph,4,4,1146,722253,713968,28,28,Condo,0
2017,Hamilton,2,4,1483,868300,842285,65,47,Townhouse,2
2021,Hamilton,2,4,950,670235,592606,33,8,Condo,2
2015,Ottawa,2,4,1800,764880,789461,82,23,Condo,2
2010,Kitchener,3,2,1800,1291736,1210379,62,48,Condo,2
2013,Hamilton,2,4,898,924620,863257,70,94,Detached,1
2010,Guelph,1,1,975,630785,583189,57,92,Condo,3
2022,Kitchener,5,1,667,1047886,971550,74,63,Condo,3
2011,Kitchener,2,1,2128,1109681,978597,13,77,Condo,2
2014,London,3,1,1164,919736,909613,80,37,Detached,0
2023,London,5,4,1446,643608,542803,46,12,Condo,1
2017,London,4,2,1353,1006596,927604,43,74,Condo,1
2017,London,2,3,1895,684537,655681,73,81,Detached,0
2020,Ottawa,5,3,1764,1070169,1004426,44,65,Condo,2
2012,Hamilton,4,3,1742,751816,735180,63,86,Townhouse,2
2020,London,3,3,1175,744096,708875,48,15,Condo,2
2022,Windsor,1,1,1772,904811,917962,69,80,Condo,0
2013,Toronto,2,4,1871,1082053,1072511,78,84,Detached,1
2019,London,1,4,1760,1273643,1212193,15,10,Detached,3
2020,Hamilton,3,3,984,805402,741296,88,42,Detached,2
2023,London,5,3,1048,718065,654291,9,26,Detached,0
2015,Ottawa,5,2,2194,635865,566780,81,49,Townhouse,0
2020,Guelph,3,2,2277,503625,450072,78,23,Condo,2
2020,Guelph,3,2,1472,598792,528442,53,64,Condo,0
2019,Hamilton,2,1,1471,847127,764935,55,17,Townhouse,2
2012,Windsor,4,4,1562,1010930,953538,40,34,Detached,2
2011,Guelph,1,1,1731,619251,582283,20,57,Condo,2
2015,Guelph,1,1,922,957426,911788,11,86,Townhouse,1
2020,Toronto,5,4,1592,627619,602707,48,4,Condo,0
2022,Hamilton,5,2,1087,651931,576390,30,71,Townhouse,3
2014,Windsor,2,4,1491,586090,584254,40,69,Townhouse,1
2023,Hamilton,3,3,1146,1066368,1021149,57,95,Condo,2
2019,Guelph,1,2,1240,1121280,1054206,48,83,Detached,0
2014,Guelph,2,4,1572,654177,634780,16,68,Detached,3
2019,Guelph,5,1,1253,638171,630111,72,50,Townhouse,2
2022,Kitchener,5,4,1060,924514,942903,27,86,Detached,0
2014,Ottawa,1,2,2081,1145606,1104136,34,67,Condo,2
2019,London,5,3,1066,1122783,1107089,67,87,Townhouse,3
2021,Ottawa,5,1,575,722988,646686,7,68,Condo,0
2014,Hamilton,4,3,1727,763290,759837,84,88,Condo,3
2012,Toronto,3,3,1384,553691,487831,38,59,Detached,2
2016,London,5,1,1488,720732,709794,53,78,Condo,2
2015,Toronto,4,4,1563,819326,814720,48,63,Townhouse,3
2013,Windsor,2,4,2008,530044,516149,45,67,Townhouse,1
2011,Kitchener,5,3,2245,691002,608742,52,85,Condo,1
2021,Hamilton,2,4,1601,844442,830527,75,26,Condo,0
2018,Kitchener,5,2,1029,496005,411748,12,1,Townhouse,0
2010,Hamilton,1,3,1558,893811,837732,11,94,Detached,1
2022,Toronto,4,3,1735,1004078,969630,41,68,Detached,3
2022,Toronto,4,3,1901,914006,895575,59,78,Detached,2
2020,Toronto,1,2,1554,700641,593509,75,18,Condo,2
2023,Hamilton,3,3,1275,1034399,1002050,54,12,Condo,0
2013,Guelph,4,4,1137,1077489,1045015,86,38,Townhouse,0
2010,Toronto,2,4,1453,863557,770023,25,42,Townhouse,2
2022,Kitchener,4,4,899,829807,730955,38,36,Townhouse,1
2015,Windsor,3,4,1657,676058,630257,53,16,Townhouse,0
2013,London,2,3,1570,718664,633137,31,65,Detached,2
2014,Hamilton,2,2,1568,1014435,982811,12,67,Condo,0
2014,Kitchener,1,1,1787,1169877,1052468,38,39,Condo,1
2018,Ottawa,5,4,2080,717004,706343,22,99,Detached,3
2010,Windsor,1,1,1471,765740,743163,55,59,Townhouse,0
2022,Ottawa,5,1,1530,670552,581170,16,79,Townhouse,2
2011,London,1,3,1352,713837,672516,55,38,Condo,1
2022,Guelph,5,4,1720,548399,457235,67,16,Townhouse,2
2015,Toronto,4,4,1496,885832,849818,44,81,Condo,1
2014,Hamilton,2,4,1962,546377,476600,26,98,Detached,3
2020,Kitchener,5,1,1953,690351,661141,12,74,Condo,3
2016,Toronto,4,4,1626,787774,740047,32,11,Detached,2
2012,Kitchener,3,4,1468,537191,525607,54,28,Townhouse,3
2012,Hamilton,1,2,1390,645227,596663,51,91,Condo,0
2019,Ottawa,3,3,1692,574928,551263,60,82,Townhouse,1
2011,Toronto,4,4,1693,1019922,907746,36,94,Townhouse,1
2022,London,3,4,1390,1084935,1044556,15,77,Townhouse,1
2012,Guelph,3,3,1615,642137,628067,25,80,Condo,3
2019,London,4,3,1190,1352662,1281907,30,2,Townhouse,3
2010,Guelph,2,1,1680,613192,599429,18,20,Condo,0
2014,Windsor,5,1,1223,715347,639038,83,76,Townhouse,3
2023,Kitchener,1,1,1808,898582,865320,18,93,Detached,1
2021,Toronto,5,3,1373,917458,868590,80,72,Condo,0
2014,Toronto,1,2,2169,736195,691888,7,38,Detached,0
2021,Windsor,5,4,1515,1018848,976461,61,56,Detached,1
2020,Guelph,3,3,1595,1039742,987875,11,84,Condo,2
2016,Ottawa,2,2,940,798465,768362,43,99,Condo,3
2013,Hamilton,3,3,2062,769979,752740,61,39,Condo,3
2012,London,2,2,1484,677891,626726,69,31,Townhouse,1
2010,Windsor,4,3,2195,591950,553883,29,80,Townhouse,2
2021,Kitchener,1,3,1519,639907,628276,35,23,Detached,3
2017,Windsor,1,2,1414,908906,840478,14,34,Condo,2
2022,London,4,2,1295,800140,750631,86,96,Detached,1
2012,London,5,2,1756,751158,733759,81,17,Townhouse,1
2022,Kitchener,4,2,1708,685795,642927,76,24,Detached,2
2011,Kitchener,4,2,966,690119,644456,13,35,Detached,1
2020,Toronto,2,2,1272,790970,771894,83,23,Condo,1
2013,London,4,2,1788,775177,630305,12,8,Condo,0
2012,Hamilton,1,2,1242,799791,750025,23,54,Detached,2
2022,Hamilton,3,3,1173,711075,667673,34,87,Townhouse,3
2010,Guelph,2,2,1578,665837,542731,13,21,Detached,3
2012,Windsor,2,2,1534,801684,737987,87,19,Townhouse,0
2021,Kitchener,5,3,1314,929959,843697,51,31,Detached,1
2011,Toronto,3,3,2206,698281,645453,50,50,Detached,1
2017,Hamilton,2,1,1440,322528,270601,5,71,Condo,0
2015,Ottawa,4,1,994,526505,502165,7,24,Detached,0
2018,Toronto,2,2,852,1014850,944784,38,46,Townhouse,1
2017,Toronto,2,2,1908,998747,893287,29,8,Detached,2
2019,Hamilton,2,1,1061,929351,832038,34,77,Detached,0
2012,Ottawa,5,1,1512,902532,888850,5,3,Townhouse,2
2014,Guelph,2,4,1150,1003541,897755,22,34,Detached,3
2016,Hamilton,2,4,1459,731367,706189,37,77,Detached,1
2014,Ottawa,5,2,1639,827783,806002,13,57,Detached,2
2017,Toronto,3,4,953,645647,622223,11,58,Detached,2
2021,Ottawa,1,1,1317,764933,726664,34,96,Townhouse,1
2014,Toronto,5,2,1230,1179251,1187231,81,35,Townhouse,1
2010,Windsor,5,3,1113,634675,583093,85,21,Townhouse,3
2014,Hamilton,2,3,1349,566967,524754,17,65,Townhouse,1
2013,Kitchener,2,1,1250,761273,710028,17,66,Detached,2
2015,Hamilton,1,4,1849,720023,684903,46,57,Townhouse,0
2012,Windsor,2,3,1213,853195,850955,78,42,Detached,1
2020,London,4,4,1680,958573,916386,82,43,Condo,1
2014,London,2,3,1666,725094,638482,67,26,Detached,0
2011,London,2,4,899,1221355,1201661,73,67,Detached,1
2020,Hamilton,4,3,1297,1046139,1022458,40,88,Townhouse,1
2015,Guelph,1,3,1455,647294,583648,39,26,Townhouse,0
2022,Hamilton,4,2,1606,784182,771323,50,8,Townhouse,2
2021,Windsor,5,2,1405,905680,848906,49,47,Condo,3
2015,Windsor,4,1,1916,634217,570896,60,37,Detached,3
2014,Kitchener,3,3,1541,387060,353951,9,72,Condo,3
2015,Ottawa,5,4,1678,1185875,1158368,48,82,Detached,2
2020,Hamilton,2,3,1263,578599,570871,32,18,Detached,3
2016,Hamilton,5,4,1684,970484,944216,46,76,Condo,2
2021,Toronto,1,4,2274,940085,873052,35,36,Condo,1
2014,Windsor,1,3,1710,636830,561683,11,2,Detached,3
2010,Toronto,4,4,1941,1191980,1140070,11,84,Condo,0
2017,Toronto,5,1,1383,812917,781351,8,3,Townhouse,2
2013,Hamilton,2,2,1869,827553,775354,36,34,Detached,3
2018,Guelph,1,4,1904,492348,466898,32,46,Townhouse,0
2023,Ottawa,2,3,1598,377602,322230,60,62,Condo,3
2019,Ottawa,3,2,1470,751485,679080,8,70,Townhouse,2
2021,Windsor,1,1,901,1059452,1023413,12,57,Condo,2
2015,Kitchener,4,4,1487,427634,401727,18,10,Townhouse,1
2010,Windsor,3,4,1726,829070,793702,34,88,Condo,2
2012,Guelph,5,2,1193,816320,733695,7,18,Detached,3
2012,Guelph,2,4,991,1048205,914466,6,33,Detached,2
2019,Ottawa,1,3,1540,1003295,933838,14,7,Detached,0
2021,London,3,2,1592,828056,780251,74,45,Detached,1
2021,Toronto,3,2,961,781287,760493,75,29,Condo,1
2013,Toronto,1,4,1516,656028,637096,20,83,Townhouse,2
2015,Ottawa,5,1,1615,570912,508083,74,38,Detached,3
2016,Windsor,5,1,2028,674720,648115,84,39,Condo,1
2019,Guelph,4,1,1309,578637,497963,80,25,Condo,3
2013,Windsor,5,1,2334,778979,747079,83,17,Detached,3
2015,Kitchener,4,2,1521,793053,700362,26,61,Detached,0
2020,London,3,2,1019,745063,707343,39,51,Condo,1
2010,Ottawa,1,4,1367,821870,737867,83,37,Townhouse,2
2023,Toronto,5,1,1054,708162,637972,53,67,Condo,3
2017,Hamilton,4,1,1433,968332,892924,6,24,Detached,1
2016,Windsor,3,4,1687,845743,797800,70,82,Detached,1
2020,Guelph,5,4,1607,703195,673122,23,49,Detached,3
2020,Hamilton,2,4,1047,566693,486408,73,90,Townhouse,2
